ping_number,latitude,longitude,heading,altitude,slant_range
223,37.7749,-122.4194,90.0,12.0,75.0
224,37.7749,-122.4194,90.0,12.0,75.0
225,37.7749,-122.4194,90.0,12.0,75.0
226,37.7749,-122.4194,90.0,12.0,75.0
227,37.7749,-122.4194,90.0,12.0,75.0
228,37.7749,-122.4194,90.0,12.0,75.0
229,37.7749,-122.4194,90.0,12.0,75.0
230,37.7749,-122.4194,90.0,12.0,75.0
231,37.7749,-122.4194,90.0,12.0,75.0
232,37.7749,-122.4194,90.0,12.0,75.0
233,37.7749,-122.4194,90.0,12.0,75.0
234,37.7749,-122.4194,90.0,12.0,75.0
235,37.7749,-122.4194,90.0,12.0,75.0
236,37.7749,-122.4194,90.0,12.0,75.0
237,37.7749,-122.4194,90.0,12.0,75.0
238,37.7749,-122.4194,90.0,12.0,75.0
239,37.7749,-122.4194,90.0,12.0,75.0
240,37.7749,-122.4194,90.0,12.0,75.0
241,37.7749,-122.4194,90.0,12.0,75.0
242,37.7749,-122.4194,90.0,12.0,75.0
243,37.7749,-122.4194,90.0,12.0,75.0
244,37.7749,-122.4194,90.0,12.0,75.0
245,37.7749,-122.4194,90.0,12.0,75.0
246,37.7749,-122.4194,90.0,12.0,75.0
247,37.7749,-122.4194,90.0,12.0,75.0
248,37.7749,-122.4194,90.0,12.0,75.0
249,37.7749,-122.4194,90.0,12.0,75.0
250,37.7749,-122.4194,90.0,12.0,75.0
251,37.7749,-122.4194,90.0,12.0,75.0
252,37.7749,-122.4194,90.0,12.0,75.0
253,37.7749,-122.4194,90.0,12.0,75.0
254,37.7749,-122.4194,90.0,12.0,75.0
255,37.7749,-122.4194,90.0,12.0,75.0
256,37.7749,-122.4194,90.0,12.0,75.0
257,37.7749,-122.4194,90.0,12.0,75.0
258,37.7749,-122.4194,90.0,12.0,75.0
259,37.7749,-122.4194,90.0,12.0,75.0
260,37.7749,-122.4194,90.0,12.0,75.0
261,37.7749,-122.4194,90.0,12.0,75.0
262,37.7749,-122.4194,90.0,12.0,75.0
263,37.7749,-122.4194,90.0,12.0,75.0
264,37.7749,-122.4194,90.0,12.0,75.0
265,37.7749,-122.4194,90.0,12.0,75.0
266,37.7749,-122.4194,90.0,12.0,75.0
267,37.7749,-122.4194,90.0,12.0,75.0
268,37.7749,-122.4194,90.0,12.0,75.0
269,37.7749,-122.4194,90.0,12.0,75.0
270,37.7749,-122.4194,90.0,12.0,75.0
271,37.7749,-122.4194,90.0,12.0,75.0
272,37.7749,-122.4194,90.0,12.0,75.0
273,37.7749,-122.4194,90.0,12.0,75.0
274,37.7749,-122.4194,90.0,12.0,75.0
275,37.7749,-122.4194,90.0,12.0,75.0
276,37.7749,-122.4194,90.0,12.0,75.0
277,37.7749,-122.4194,90.0,12.0,75.0
278,37.7749,-122.4194,90.0,12.0,75.0
279,37.7749,-122.4194,90.0,12.0,75.0
280,37.7749,-122.4194,90.0,12.0,75.0
281,37.7749,-122.4194,90.0,12.0,75.0
282,37.7749,-122.4194,90.0,12.0,75.0
283,37.7749,-122.4194,90.0,12.0,75.0
284,37.7749,-122.4194,90.0,12.0,75.0
285,37.7749,-122.4194,90.0,12.0,75.0
286,37.7749,-122.4194,90.0,12.0,75.0
287,37.7749,-122.4194,90.0,12.0,75.0
288,37.7749,-122.4194,90.0,12.0,75.0
289,37.7749,-122.4194,90.0,12.0,75.0
290,37.7749,-122.4194,90.0,12.0,75.0
291,37.7749,-122.4194,90.0,12.0,75.0
292,37.7749,-122.4194,90.0,12.0,75.0
293,37.7749,-122.4194,90.0,12.0,75.0
294,37.7749,-122.4194,90.0,12.0,75.0
295,37.7749,-122.4194,90.0,12.0,75.0
296,37.7749,-122.4194,90.0,12.0,75.0
297,37.7749,-122.4194,90.0,12.0,75.0
298,37.7749,-122.4194,90.0,12.0,75.0
299,37.7749,-122.4194,90.0,12.0,75.0
300,37.7749,-122.4194,90.0,12.0,75.0
301,37.7749,-122.4194,90.0,12.0,75.0
302,37.7749,-122.4194,90.0,12.0,75.0
303,37.7749,-122.4194,90.0,12.0,75.0
304,37.7749,-122.4194,90.0,12.0,75.0
305,37.7749,-122.4194,90.0,12.0,75.0
306,37.7749,-122.4194,90.0,12.0,75.0
307,37.7749,-122.4194,90.0,12.0,75.0
308,37.7749,-122.4194,90.0,12.0,75.0
309,37.7749,-122.4194,90.0,12.0,75.0
310,37.7749,-122.4194,90.0,12.0,75.0
311,37.7749,-122.4194,90.0,12.0,75.0
312,37.7749,-122.4194,90.0,12.0,75.0
313,37.7749,-122.4194,90.0,12.0,75.0
314,37.7749,-122.4194,90.0,12.0,75.0
315,37.7749,-122.4194,90.0,12.0,75.0
316,37.7749,-122.4194,90.0,12.0,75.0
317,37.7749,-122.4194,90.0,12.0,75.0
318,37.7749,-122.4194,90.0,12.0,75.0
319,37.7749,-122.4194,90.0,12.0,75.0
320,37.7749,-122.4194,90.0,12.0,75.0
321,37.7749,-122.4194,90.0,12.0,75.0
322,37.7749,-122.4194,90.0,12.0,75.0
323,37.7749,-122.4194,90.0,12.0,75.0
324,37.7749,-122.4194,90.0,12.0,75.0
325,37.7749,-122.4194,90.0,12.0,75.0
326,37.7749,-122.4194,90.0,12.0,75.0
327,37.7749,-122.4194,90.0,12.0,75.0
328,37.7749,-122.4194,90.0,12.0,75.0
329,37.7749,-122.4194,90.0,12.0,75.0
330,37.7749,-122.4194,90.0,12.0,75.0
331,37.7749,-122.4194,90.0,12.0,75.0
332,37.7749,-122.4194,90.0,12.0,75.0
333,37.7749,-122.4194,90.0,12.0,75.0
334,37.7749,-122.4194,90.0,12.0,75.0
335,37.7749,-122.4194,90.0,12.0,75.0
336,37.7749,-122.4194,90.0,12.0,75.0
337,37.7749,-122.4194,90.0,12.0,75.0
338,37.7749,-122.4194,90.0,12.0,75.0
339,37.7749,-122.4194,90.0,12.0,75.0
340,37.7749,-122.4194,90.0,12.0,75.0
341,37.7749,-122.4194,90.0,12.0,75.0
342,37.7749,-122.4194,90.0,12.0,75.0
343,37.7749,-122.4194,90.0,12.0,75.0
344,37.7749,-122.4194,90.0,12.0,75.0
345,37.7749,-122.4194,90.0,12.0,75.0
346,37.7749,-122.4194,90.0,12.0,75.0
347,37.7749,-122.4194,90.0,12.0,75.0
348,37.7749,-122.4194,90.0,12.0,75.0
349,37.7749,-122.4194,90.0,12.0,75.0
350,37.7749,-122.4194,90.0,12.0,75.0
351,37.7749,-122.4194,90.0,12.0,75.0
352,37.7749,-122.4194,90.0,12.0,75.0
353,37.7749,-122.4194,90.0,12.0,75.0
354,37.7749,-122.4194,90.0,12.0,75.0
355,37.7749,-122.4194,90.0,12.0,75.0
356,37.7749,-122.4194,90.0,12.0,75.0
357,37.7749,-122.4194,90.0,12.0,75.0
358,37.7749,-122.4194,90.0,12.0,75.0
359,37.7749,-122.4194,90.0,12.0,75.0
360,37.7749,-122.4194,90.0,12.0,75.0
361,37.7749,-122.4194,90.0,12.0,75.0
362,37.7749,-122.4194,90.0,12.0,75.0
363,37.7749,-122.4194,90.0,12.0,75.0
364,37.7749,-122.4194,90.0,12.0,75.0
365,37.7749,-122.4194,90.0,12.0,75.0
366,37.7749,-122.4194,90.0,12.0,75.0
367,37.7749,-122.4194,90.0,12.0,75.0
368,37.7749,-122.4194,90.0,12.0,75.0
369,37.7749,-122.4194,90.0,12.0,75.0
370,37.7749,-122.4194,90.0,12.0,75.0
371,37.7749,-122.4194,90.0,12.0,75.0
372,37.7749,-122.4194,90.0,12.0,75.0
373,37.7749,-122.4194,90.0,12.0,75.0
374,37.7749,-122.4194,90.0,12.0,75.0
375,37.7749,-122.4194,90.0,12.0,75.0
376,37.7749,-122.4194,90.0,12.0,75.0
377,37.7749,-122.4194,90.0,12.0,75.0
378,37.7749,-122.4194,90.0,12.0,75.0
379,37.7749,-122.4194,90.0,12.0,75.0
380,37.7749,-122.4194,90.0,12.0,75.0
381,37.7749,-122.4194,90.0,12.0,75.0
382,37.7749,-122.4194,90.0,12.0,75.0
383,37.7749,-122.4194,90.0,12.0,75.0
384,37.7749,-122.4194,90.0,12.0,75.0
385,37.7749,-122.4194,90.0,12.0,75.0
386,37.7749,-122.4194,90.0,12.0,75.0
387,37.7749,-122.4194,90.0,12.0,75.0
388,37.7749,-122.4194,90.0,12.0,75.0
389,37.7749,-122.4194,90.0,12.0,75.0
390,37.7749,-122.4194,90.0,12.0,75.0
391,37.7749,-122.4194,90.0,12.0,75.0
392,37.7749,-122.4194,90.0,12.0,75.0
393,37.7749,-122.4194,90.0,12.0,75.0
394,37.7749,-122.4194,90.0,12.0,75.0
395,37.7749,-122.4194,90.0,12.0,75.0
396,37.7749,-122.4194,90.0,12.0,75.0
397,37.7749,-122.4194,90.0,12.0,75.0
398,37.7749,-122.4194,90.0,12.0,75.0
399,37.7749,-122.4194,90.0,12.0,75.0
400,37.7749,-122.4194,90.0,12.0,75.0
401,37.7749,-122.4194,90.0,12.0,75.0
402,37.7749,-122.4194,90.0,12.0,75.0
403,37.7749,-122.4194,90.0,12.0,75.0
404,37.7749,-122.4194,90.0,12.0,75.0
405,37.7749,-122.4194,90.0,12.0,75.0
406,37.7749,-122.4194,90.0,12.0,75.0
407,37.7749,-122.4194,90.0,12.0,75.0
408,37.7749,-122.4194,90.0,12.0,75.0
409,37.7749,-122.4194,90.0,12.0,75.0
410,37.7749,-122.4194,90.0,12.0,75.0
411,37.7749,-122.4194,90.0,12.0,75.0
412,37.7749,-122.4194,90.0,12.0,75.0
413,37.7749,-122.4194,90.0,12.0,75.0
414,37.7749,-122.4194,90.0,12.0,75.0
415,37.7749,-122.4194,90.0,12.0,75.0
416,37.7749,-122.4194,90.0,12.0,75.0
417,37.7749,-122.4194,90.0,12.0,75.0
418,37.7749,-122.4194,90.0,12.0,75.0
419,37.7749,-122.4194,90.0,12.0,75.0
420,37.7749,-122.4194,90.0,12.0,75.0
421,37.7749,-122.4194,90.0,12.0,75.0
422,37.7749,-122.4194,90.0,12.0,75.0
423,37.7749,-122.4194,90.0,12.0,75.0
424,37.7749,-122.4194,90.0,12.0,75.0
425,37.7749,-122.4194,90.0,12.0,75.0
426,37.7749,-122.4194,90.0,12.0,75.0
427,37.7749,-122.4194,90.0,12.0,75.0
428,37.7749,-122.4194,90.0,12.0,75.0
429,37.7749,-122.4194,90.0,12.0,75.0
430,37.7749,-122.4194,90.0,12.0,75.0
431,37.7749,-122.4194,90.0,12.0,75.0
432,37.7749,-122.4194,90.0,12.0,75.0
433,37.7749,-122.4194,90.0,12.0,75.0
434,37.7749,-122.4194,90.0,12.0,75.0
435,37.7749,-122.4194,90.0,12.0,75.0
436,37.7749,-122.4194,90.0,12.0,75.0
437,37.7749,-122.4194,90.0,12.0,75.0
438,37.7749,-122.4194,90.0,12.0,75.0
439,37.7749,-122.4194,90.0,12.0,75.0
440,37.7749,-122.4194,90.0,12.0,75.0
441,37.7749,-122.4194,90.0,12.0,75.0
442,37.7749,-122.4194,90.0,12.0,75.0
443,37.7749,-122.4194,90.0,12.0,75.0
444,37.7749,-122.4194,90.0,12.0,75.0
445,37.7749,-122.4194,90.0,12.0,75.0
446,37.7749,-122.4194,90.0,12.0,75.0
447,37.7749,-122.4194,90.0,12.0,75.0
448,37.7749,-122.4194,90.0,12.0,75.0
449,37.7749,-122.4194,90.0,12.0,75.0
450,37.7749,-122.4194,90.0,12.0,75.0
451,37.7749,-122.4194,90.0,12.0,75.0
452,37.7749,-122.4194,90.0,12.0,75.0
453,37.7749,-122.4194,90.0,12.0,75.0
454,37.7749,-122.4194,90.0,12.0,75.0
455,37.7749,-122.4194,90.0,12.0,75.0
456,37.7749,-122.4194,90.0,12.0,75.0
457,37.7749,-122.4194,90.0,12.0,75.0
458,37.7749,-122.4194,90.0,12.0,75.0
459,37.7749,-122.4194,90.0,12.0,75.0
460,37.7749,-122.4194,90.0,12.0,75.0
461,37.7749,-122.4194,90.0,12.0,75.0
462,37.7749,-122.4194,90.0,12.0,75.0
463,37.7749,-122.4194,90.0,12.0,75.0
464,37.7749,-122.4194,90.0,12.0,75.0
465,37.7749,-122.4194,90.0,12.0,75.0
466,37.7749,-122.4194,90.0,12.0,75.0
467,37.7749,-122.4194,90.0,12.0,75.0
468,37.7749,-122.4194,90.0,12.0,75.0
469,37.7749,-122.4194,90.0,12.0,75.0
470,37.7749,-122.4194,90.0,12.0,75.0
471,37.7749,-122.4194,90.0,12.0,75.0
472,37.7749,-122.4194,90.0,12.0,75.0
473,37.7749,-122.4194,90.0,12.0,75.0
474,37.7749,-122.4194,90.0,12.0,75.0
475,37.7749,-122.4194,90.0,12.0,75.0
476,37.7749,-122.4194,90.0,12.0,75.0
477,37.7749,-122.4194,90.0,12.0,75.0
478,37.7749,-122.4194,90.0,12.0,75.0
479,37.7749,-122.4194,90.0,12.0,75.0
480,37.7749,-122.4194,90.0,12.0,75.0
481,37.7749,-122.4194,90.0,12.0,75.0
482,37.7749,-122.4194,90.0,12.0,75.0
483,37.7749,-122.4194,90.0,12.0,75.0
484,37.7749,-122.4194,90.0,12.0,75.0
485,37.7749,-122.4194,90.0,12.0,75.0
486,37.7749,-122.4194,90.0,12.0,75.0
487,37.7749,-122.4194,90.0,12.0,75.0
488,37.7749,-122.4194,90.0,12.0,75.0
489,37.7749,-122.4194,90.0,12.0,75.0
490,37.7749,-122.4194,90.0,12.0,75.0
491,37.7749,-122.4194,90.0,12.0,75.0
492,37.7749,-122.4194,90.0,12.0,75.0
493,37.7749,-122.4194,90.0,12.0,75.0
494,37.7749,-122.4194,90.0,12.0,75.0
495,37.7749,-122.4194,90.0,12.0,75.0
496,37.7749,-122.4194,90.0,12.0,75.0
497,37.7749,-122.4194,90.0,12.0,75.0
498,37.7749,-122.4194,90.0,12.0,75.0
499,37.7749,-122.4194,90.0,12.0,75.0
500,37.7749,-122.4194,90.0,12.0,75.0
501,37.7749,-122.4194,90.0,12.0,75.0
502,37.7749,-122.4194,90.0,12.0,75.0
503,37.7749,-122.4194,90.0,12.0,75.0
504,37.7749,-122.4194,90.0,12.0,75.0
505,37.7749,-122.4194,90.0,12.0,75.0
506,37.7749,-122.4194,90.0,12.0,75.0
507,37.7749,-122.4194,90.0,12.0,75.0
508,37.7749,-122.4194,90.0,12.0,75.0
509,37.7749,-122.4194,90.0,12.0,75.0
510,37.7749,-122.4194,90.0,12.0,75.0
511,37.7749,-122.4194,90.0,12.0,75.0
512,37.7749,-122.4194,90.0,12.0,75.0
513,37.7749,-122.4194,90.0,12.0,75.0
514,37.7749,-122.4194,90.0,12.0,75.0
515,37.7749,-122.4194,90.0,12.0,75.0
516,37.7749,-122.4194,90.0,12.0,75.0
517,37.7749,-122.4194,90.0,12.0,75.0
518,37.7749,-122.4194,90.0,12.0,75.0
519,37.7749,-122.4194,90.0,12.0,75.0
520,37.7749,-122.4194,90.0,12.0,75.0
521,37.7749,-122.4194,90.0,12.0,75.0
522,37.7749,-122.4194,90.0,12.0,75.0
523,37.7749,-122.4194,90.0,12.0,75.0
524,37.7749,-122.4194,90.0,12.0,75.0
525,37.7749,-122.4194,90.0,12.0,75.0
526,37.7749,-122.4194,90.0,12.0,75.0
527,37.7749,-122.4194,90.0,12.0,75.0
528,37.7749,-122.4194,90.0,12.0,75.0
529,37.7749,-122.4194,90.0,12.0,75.0
530,37.7749,-122.4194,90.0,12.0,75.0
531,37.7749,-122.4194,90.0,12.0,75.0
532,37.7749,-122.4194,90.0,12.0,75.0
533,37.7749,-122.4194,90.0,12.0,75.0
534,37.7749,-122.4194,90.0,12.0,75.0
535,37.7749,-122.4194,90.0,12.0,75.0
536,37.7749,-122.4194,90.0,12.0,75.0
537,37.7749,-122.4194,90.0,12.0,75.0
538,37.7749,-122.4194,90.0,12.0,75.0
539,37.7749,-122.4194,90.0,12.0,75.0
540,37.7749,-122.4194,90.0,12.0,75.0
541,37.7749,-122.4194,90.0,12.0,75.0
542,37.7749,-122.4194,90.0,12.0,75.0
543,37.7749,-122.4194,90.0,12.0,75.0
544,37.7749,-122.4194,90.0,12.0,75.0
545,37.7749,-122.4194,90.0,12.0,75.0
546,37.7749,-122.4194,90.0,12.0,75.0
547,37.7749,-122.4194,90.0,12.0,75.0
548,37.7749,-122.4194,90.0,12.0,75.0
549,37.7749,-122.4194,90.0,12.0,75.0
550,37.7749,-122.4194,90.0,12.0,75.0
551,37.7749,-122.4194,90.0,12.0,75.0
552,37.7749,-122.4194,90.0,12.0,75.0
553,37.7749,-122.4194,90.0,12.0,75.0
554,37.7749,-122.4194,90.0,12.0,75.0
555,37.7749,-122.4194,90.0,12.0,75.0
556,37.7749,-122.4194,90.0,12.0,75.0
557,37.7749,-122.4194,90.0,12.0,75.0
